Error GD :
(1,0.08073395429215713)
(2,0.07832288040670737)
(3,0.07789129894610763)
(4,0.07575280562164864)
(5,0.07357117370829674)
(6,0.0711546460923912)
(7,0.06825318054680928)
(8,0.06542273436632401)
(9,0.06282228363463535)
(10,0.06069869258426234)
(11,0.059397951719565564)
(12,0.05744972128695921)
(13,0.05676188940593875)
(14,0.056444853594011066)
(15,0.05536683464902249)
(16,0.05480661650703127)
(17,0.05414455734636629)
(18,0.05218040341421186)
(19,0.051455696115999185)
(20,0.05097396087796755)
(21,0.049862150323087814)
(22,0.0491665241242715)
(23,0.04900047503392664)
(24,0.048527459269790296)
(25,0.04826244976521491)
(26,0.04812889806404814)
(27,0.04789418965585834)
(28,0.04780774246817594)
(29,0.04779727333228233)
(30,0.047402499817058505)
(31,0.046928973678168895)
(32,0.04676000181669761)
(33,0.04670035246644825)
(34,0.046444827811044406)
(35,0.046117540498603574)
(36,0.045888746608914635)
(37,0.04579002888485762)
(38,0.04571466082926126)
(39,0.04551842134552771)
(40,0.04541623581619836)
(41,0.045364471260303116)
(42,0.04528179885059228)
(43,0.04520437346609748)
(44,0.045109713240749)
(45,0.04503366104924671)
(46,0.04496474296131507)
(47,0.044935584852187335)
(48,0.044894490504333986)
(49,0.04480855221960108)
(50,0.04477062116821911)
(51,0.04475339954626039)
(52,0.04472790000314035)
(53,0.04471444715010361)
(54,0.04465981268799497)
(55,0.04456977176659792)
(56,0.044551385929905575)
(57,0.04448063117152767)
(58,0.04444625492666557)
(59,0.04431237641390827)
(60,0.04429407467379747)
(61,0.04418761146296077)
(62,0.04417591771222874)
(63,0.04409919867168651)
(64,0.04401345084054069)
(65,0.04393977120357425)
(66,0.04390499876800591)
(67,0.04385865643991508)
(68,0.04384730870891331)
(69,0.04379685050567158)
(70,0.043727626513154816)
(71,0.043717628422436414)
(72,0.043659870561876604)
(73,0.04360676959021607)
(74,0.04354009179992417)
(75,0.04346081657618534)
(76,0.04339392713386524)
(77,0.04336307652380308)
(78,0.0433341473071789)
(79,0.04333138990131361)
(80,0.04323040266767962)
(81,0.04317666160818888)
(82,0.04314588061318604)
(83,0.04312631554448581)
(84,0.043083714853261276)
(85,0.0430751903127033)
(86,0.04304923677821716)
(87,0.04304427945316816)
(88,0.04301945451907965)
(89,0.04297258068762055)
(90,0.04295906949357078)
(91,0.04295771687557108)
(92,0.04294696858617482)
(93,0.04288390267371279)
(94,0.042803813093792026)
(95,0.04278453011655308)
(96,0.04276408851179944)
(97,0.04275074220940987)
(98,0.04273986035731814)
(99,0.042725174049737275)
(100,0.04270946847947163)
(101,0.04266403149479122)
(102,0.04264221617596075)
(103,0.04261647181492142)
(104,0.042606752040337426)
(105,0.04259122335168184)
(106,0.04258094506639256)
(107,0.042574240289727304)
(108,0.04256454844146189)
(109,0.04255400880538713)
(110,0.04253444526740932)
(111,0.04251758947178645)
(112,0.04251207707325529)
(113,0.04250600704873658)
(114,0.04255823409740449)
(115,0.042473936363439706)
(116,0.04243812147373266)
(117,0.04241942223408502)
(118,0.04240648075489469)
(119,0.04239886493664111)
(120,0.04239217620702651)
(121,0.042391723392013636)
(122,0.042380226262833644)
(123,0.042374074538298716)
(124,0.04236502563626855)
(125,0.04235914769181452)
(126,0.04235582933994379)
(127,0.0423501688845211)
(128,0.04234765103575651)
(129,0.04233140889749289)
(130,0.04230653778412096)
(131,0.04230384456400501)
(132,0.04229238360151323)
(133,0.042273317118644696)
(134,0.0422475938083342)
(135,0.04226479435441138)
(136,0.042179354062239154)
(137,0.042155989157547834)
(138,0.042133297229313596)
(139,0.04212536553963783)
(140,0.04209770484827409)
(141,0.042081859671032985)
(142,0.04207378674161576)
(143,0.042065618898506685)
(144,0.04205741051117754)
(145,0.04205012069830943)
(146,0.04204495681968658)
(147,0.042037857022658456)
(148,0.04202824968557625)
(149,0.04199521049092329)
(150,0.041979853282660747)
